environment,team,relay_count,map_mode,command_mode,stress,seed,mission_success,safe_delivery_success,degraded_outcome,payload_delivery_rate,mean_progress,operational_score,attrition_rate,mean_hazard_exposure,mean_effective_map_delay,packet_loss,completion_step,mean_command_consensus,command_reversal_rate
webots_physics,balanced_hetero,2,delayed_hazard,autonomous,degraded,823106477,1,0,1,1.0,0.670799191523805,85.80503851483977,0.08333333333333337,0.07932814997254098,12,0.0776,575,0.0,0.0
webots_physics,balanced_hetero,2,delayed_hazard,autonomous,degraded,806328858,0,0,1,0.5,0.7601489500212665,62.55947470423797,0.0,0.1831560016503844,12,0.0776,760,0.0,0.0
webots_physics,balanced_hetero,2,delayed_hazard,autonomous,degraded,722440763,1,1,0,1.0,0.7581409693344866,89.89881423761918,0.0,0.0736554690241459,12,0.0776,462,0.0,0.0
webots_physics,balanced_hetero,2,delayed_hazard,autonomous,degraded,705663144,0,0,1,0.5,0.7407334196430578,60.17701156969806,0.08333333333333337,0.18743869431546287,12,0.0776,760,0.0,0.0
webots_physics,balanced_hetero,2,delayed_hazard,autonomous,degraded,755996001,1,1,0,1.0,0.8234215971299447,91.41275690217924,0.0,0.07456048163896162,12,0.0776,407,0.0,0.0
webots_physics,balanced_hetero,2,delayed_hazard,autonomous,degraded,739218382,1,0,1,1.0,0.8798832721062491,87.26468326826199,0.08333333333333337,0.14032883306779412,12,0.0776,730,0.0,0.0
webots_physics,balanced_hetero,2,delayed_hazard,autonomous,severe,269251153,1,0,1,1.0,0.7221061899765434,85.84486598154045,0.16666666666666663,0.07118312990679894,23,0.17072,523,0.0,0.0
webots_physics,balanced_hetero,2,delayed_hazard,autonomous,severe,252473534,1,0,1,1.0,0.8385991311725096,88.55172863592871,0.08333333333333337,0.10127972306648321,23,0.17072,529,0.0,0.0
webots_physics,balanced_hetero,2,delayed_hazard,autonomous,severe,235695915,1,0,1,1.0,0.6376303433069791,83.13560128717583,0.08333333333333337,0.11144331918042867,23,0.17072,438,0.0,0.0
webots_physics,balanced_hetero,2,delayed_hazard,autonomous,severe,218918296,0,0,1,0.5,0.8015353875085363,64.3086430364223,0.0,0.1701978216648442,23,0.17072,760,0.0,0.0
webots_physics,balanced_hetero,2,delayed_hazard,autonomous,severe,336361629,0,0,1,0.5,0.7500764444510906,57.59799226032955,0.08333333333333337,0.23549444125422803,23,0.17072,760,0.0,0.0
webots_physics,balanced_hetero,2,delayed_hazard,autonomous,severe,319584010,1,1,0,1.0,0.6628053635054286,87.63959054295042,0.0,0.0731612259630835,23,0.17072,399,0.0,0.0
webots_physics,balanced_hetero,2,delayed_hazard,autonomous,severe,302806391,0,0,1,0.5,0.7877369485889968,58.47998151332333,0.16666666666666663,0.2072978043339301,23,0.17072,760,0.0,0.0
webots_physics,balanced_hetero,2,delayed_hazard,autonomous,severe,286028772,0,0,1,0.5,0.922794453428971,67.2222599881611,0.0,0.17013954675658635,23,0.17072,760,0.0,0.0
webots_physics,balanced_hetero,2,delayed_hazard,crowd_vector,degraded,4202289588,1,1,0,1.0,0.8318403663685764,90.80048883301481,0.0,0.0885202278828174,12,0.0776,428,0.9056559672228013,0.0
webots_physics,balanced_hetero,2,delayed_hazard,crowd_vector,degraded,4219067207,1,0,1,1.0,0.6784886820241082,86.22991772045333,0.08333333333333337,0.07520818253929026,12,0.0776,462,0.8843998195528041,0.0
webots_physics,balanced_hetero,2,delayed_hazard,crowd_vector,degraded,4235844826,1,1,0,1.0,0.8534465619297325,92.01738569799345,0.0,0.07654854494263072,12,0.0776,391,0.8980098551261204,0.0
webots_physics,balanced_hetero,2,delayed_hazard,crowd_vector,degraded,4252622445,1,1,0,1.0,0.7117380274773497,86.29152975394074,0.0,0.11640313552312537,12,0.0776,458,0.8893083701143057,0.0
webots_physics,balanced_hetero,2,delayed_hazard,crowd_vector,degraded,4135179112,1,1,0,1.0,0.9036094229051362,91.59797287897473,0.0,0.10437691321283202,12,0.0776,451,0.8934921858282223,0.0
webots_physics,balanced_hetero,2,delayed_hazard,crowd_vector,degraded,4151956731,0,0,1,0.5,0.8451657245792804,64.7308724113676,0.0,0.18091037106060204,12,0.0776,760,0.910939055198954,0.0
webots_physics,balanced_hetero,2,delayed_hazard,crowd_vector,degraded,4168734350,0,0,1,0.5,0.8832701225478005,65.09918131830135,0.0,0.1902737421059289,12,0.0776,760,0.9170839123676015,0.0
webots_physics,balanced_hetero,2,delayed_hazard,crowd_vector,degraded,4185511969,0,0,1,0.5,0.6632166408965442,56.17938757815379,0.08333333333333337,0.22407677377194177,12,0.0776,760,0.9177443047157783,0.0
webots_physics,balanced_hetero,2,delayed_hazard,crowd_vector,severe,2847491758,0,0,1,0.5,0.673127047390191,56.20215072930098,0.08333333333333337,0.22776397270966173,23,0.17072,760,0.8714441475064213,0.0
webots_physics,balanced_hetero,2,delayed_hazard,crowd_vector,severe,2864269377,0,0,1,0.5,0.7859245073745508,63.00509788756018,0.0,0.18612154781878343,23,0.17072,760,0.8443675226725151,0.0
webots_physics,balanced_hetero,2,delayed_hazard,crowd_vector,severe,2813936520,1,1,0,1.0,0.9372983983938753,89.47524180420781,0.0,0.15462719583848888,23,0.17072,500,0.8440771097558029,0.0
webots_physics,balanced_hetero,2,delayed_hazard,crowd_vector,severe,2830714139,0,0,1,0.5,0.8344747495255348,61.498152037580255,0.16666666666666663,0.1747870048748444,23,0.17072,760,0.865256637511173,0.0
webots_physics,balanced_hetero,2,delayed_hazard,crowd_vector,severe,2914602234,1,0,1,1.0,0.6822883012300566,78.1032360533949,0.08333333333333337,0.21608599730502506,23,0.17072,726,0.8508796939166589,0.0
webots_physics,balanced_hetero,2,delayed_hazard,crowd_vector,severe,2931379853,1,0,1,1.0,0.878046445342927,89.21289134589291,0.08333333333333337,0.10617525729721154,23,0.17072,434,0.8781326273461145,0.0
webots_physics,balanced_hetero,2,delayed_hazard,crowd_vector,severe,2881046996,0,0,1,0.5,0.8309941759274403,57.83513924061383,0.25,0.2075780739710526,23,0.17072,760,0.8610282653636976,0.0
webots_physics,balanced_hetero,2,delayed_hazard,crowd_vector,severe,2897824615,1,0,1,1.0,0.7261378325146083,82.04443831414203,0.08333333333333337,0.1665634799921471,23,0.17072,399,0.8733970081708958,0.0
webots_physics,balanced_hetero,2,delayed_hazard,consensus_gated,degraded,3998230570,0,0,1,0.5,0.8665965044268771,61.798316106245046,0.0,0.26168769117231283,12,0.0776,760,0.9223708269544096,0.0
webots_physics,balanced_hetero,2,delayed_hazard,consensus_gated,degraded,4015008189,1,0,1,1.0,0.8225893986843996,84.28290022175557,0.16666666666666663,0.13930134880005757,12,0.0776,649,0.9201269754206658,0.0
webots_physics,balanced_hetero,2,delayed_hazard,consensus_gated,degraded,3964675332,1,1,0,1.0,0.9250652822772839,91.09608644569661,0.0,0.12180823421071191,12,0.0776,587,0.9152485211928874,0.0
webots_physics,balanced_hetero,2,delayed_hazard,consensus_gated,degraded,3981452951,1,1,0,1.0,0.8264501194504624,88.45383292388091,0.0,0.1265309133073743,12,0.0776,490,0.926483534310092,0.0
webots_physics,balanced_hetero,2,delayed_hazard,consensus_gated,degraded,3931120094,1,0,1,1.0,0.8436700641023266,90.20701699618023,0.08333333333333337,0.07498967786758202,12,0.0776,525,0.918518166149585,0.0
webots_physics,balanced_hetero,2,delayed_hazard,consensus_gated,degraded,3947897713,1,0,1,1.0,0.7246239498568802,87.88346068547462,0.08333333333333337,0.06584309904726594,12,0.0776,381,0.8985976376029835,0.0
webots_physics,balanced_hetero,2,delayed_hazard,consensus_gated,degraded,3897564856,1,0,1,1.0,0.7684221938978224,86.12703826639063,0.16666666666666663,0.08540161806555059,12,0.0776,555,0.8802175632416142,0.0
webots_physics,balanced_hetero,2,delayed_hazard,consensus_gated,degraded,3914342475,1,0,1,1.0,0.8661476698548961,86.8773625397893,0.08333333333333337,0.14131739777248345,12,0.0776,742,0.915132557896978,0.0
webots_physics,balanced_hetero,2,delayed_hazard,consensus_gated,severe,14319408,1,0,1,1.0,0.7014453828995398,84.48608122856017,0.16666666666666663,0.08597613647477913,23,0.17072,528,0.8520187715228728,0.0
webots_physics,balanced_hetero,2,delayed_hazard,consensus_gated,severe,31097027,1,0,1,1.0,0.7683053905929814,86.62071917494049,0.08333333333333337,0.1054618891307038,23,0.17072,593,0.864627704321869,0.0
webots_physics,balanced_hetero,2,delayed_hazard,consensus_gated,severe,47874646,0,0,1,0.5,0.7306855619533943,55.86654140773397,0.16666666666666663,0.228627064213957,23,0.17072,760,0.8659280145877788,0.0
webots_physics,balanced_hetero,2,delayed_hazard,consensus_gated,severe,64652265,0,0,1,0.5,0.7177156460239464,55.17297217012005,0.16666666666666663,0.2351806285906516,23,0.17072,760,0.862847402263806,0.0
webots_physics,balanced_hetero,2,delayed_hazard,consensus_gated,severe,81429884,1,0,1,1.0,0.700020740857401,82.41192426474059,0.16666666666666663,0.12094697455720627,23,0.17072,507,0.877723476786376,0.0
webots_physics,balanced_hetero,2,delayed_hazard,consensus_gated,severe,98207503,1,0,1,1.0,0.867676010498451,88.48027574724387,0.08333333333333337,0.11446768865232501,23,0.17072,515,0.8436951477590794,0.0
webots_physics,balanced_hetero,2,delayed_hazard,consensus_gated,severe,114985122,1,0,1,1.0,0.5510063115967275,83.33486582748206,0.08333333333333337,0.07238775401438972,23,0.17072,401,0.7993239116130285,0.0
webots_physics,balanced_hetero,2,delayed_hazard,consensus_gated,severe,131762741,1,1,0,1.0,0.8093098350779462,88.50803026536765,0.0,0.1185498133114807,23,0.17072,438,0.8682938800565814,0.0
webots_physics,relay_rich,4,delayed_hazard,autonomous,degraded,3919617035,1,1,0,1.0,0.9760336793678309,93.39369335199062,0.0,0.10339054204864001,6,0.055200000000000006,594,0.0,0.0
webots_physics,relay_rich,4,delayed_hazard,autonomous,degraded,3902839416,1,1,0,1.0,0.6781824443957137,88.53500178443124,0.0,0.06413788938970093,6,0.055200000000000006,386,0.0,0.0
webots_physics,relay_rich,4,delayed_hazard,autonomous,degraded,3953172273,1,0,1,1.0,0.7635363495394824,87.09018522025393,0.08333333333333337,0.09545178003474832,6,0.055200000000000006,553,0.0,0.0
webots_physics,relay_rich,4,delayed_hazard,autonomous,degraded,3936394654,1,0,1,1.0,0.7786830835344943,84.09100430667056,0.25,0.09595525196841104,6,0.055200000000000006,526,0.0,0.0
webots_physics,relay_rich,4,delayed_hazard,autonomous,degraded,3986727511,0,0,1,0.5,0.7581293377620483,60.51935240363755,0.16666666666666663,0.1601557434740276,6,0.055200000000000006,760,0.0,0.0
webots_physics,relay_rich,4,delayed_hazard,autonomous,degraded,3969949892,1,0,1,1.0,0.6296733787696902,82.81697560869117,0.16666666666666663,0.08506032254482417,6,0.055200000000000006,401,0.0,0.0
webots_physics,relay_rich,4,delayed_hazard,autonomous,degraded,4020282749,1,0,1,1.0,0.857688956208931,86.35989887690926,0.08333333333333337,0.14670804695037293,6,0.055200000000000006,720,0.0,0.0
webots_physics,relay_rich,4,delayed_hazard,autonomous,degraded,4003505130,0,0,1,0.5,0.763905816974359,57.628493856991355,0.25,0.18351849857817015,6,0.055200000000000006,760,0.0,0.0
webots_physics,relay_rich,4,delayed_hazard,autonomous,severe,728515477,0,0,1,0.5,0.7567273475532064,62.95971649321967,0.08333333333333337,0.1463155402524104,12,0.12144,760,0.0,0.0
webots_physics,relay_rich,4,delayed_hazard,autonomous,severe,711737858,0,0,1,0.5,0.7137050564008022,56.397442423714054,0.33333333333333337,0.15539678165551765,12,0.12144,760,0.0,0.0
webots_physics,relay_rich,4,delayed_hazard,autonomous,severe,694960239,0,0,1,0.5,0.6385814438484959,59.046288257863424,0.16666666666666663,0.1362228524771512,12,0.12144,760,0.0,0.0
webots_physics,relay_rich,4,delayed_hazard,autonomous,severe,678182620,1,0,1,1.0,0.7854476432396221,86.65236567945908,0.16666666666666663,0.08340076157071719,12,0.12144,571,0.0,0.0
webots_physics,relay_rich,4,delayed_hazard,autonomous,severe,661405001,0,0,1,0.5,0.7998884068000328,60.57273747331278,0.16666666666666663,0.17642144496950887,12,0.12144,760,0.0,0.0
webots_physics,relay_rich,4,delayed_hazard,autonomous,severe,644627382,1,0,1,1.0,0.685728139051069,81.92473494578779,0.16666666666666663,0.12341840671036336,12,0.12144,656,0.0,0.0
webots_physics,relay_rich,4,delayed_hazard,autonomous,severe,627849763,1,0,1,1.0,0.9442608322796104,89.28043191000509,0.08333333333333337,0.13225990968066656,12,0.12144,700,0.0,0.0
webots_physics,relay_rich,4,delayed_hazard,autonomous,severe,611072144,1,0,1,1.0,0.5711747823476178,84.36662913281683,0.08333333333333337,0.0629982681747313,12,0.12144,385,0.0,0.0
webots_physics,relay_rich,4,delayed_hazard,crowd_vector,degraded,735186632,1,0,1,1.0,0.7123571889351359,86.6426619871986,0.16666666666666663,0.05349560938133718,6,0.055200000000000006,373,0.9058412279026339,0.0
webots_physics,relay_rich,4,delayed_hazard,crowd_vector,degraded,751964251,0,0,1,0.5,0.8264438523078654,60.51279907587761,0.16666666666666663,0.18837462936304858,6,0.055200000000000006,760,0.9216878523283444,0.0
webots_physics,relay_rich,4,delayed_hazard,crowd_vector,degraded,768741870,1,0,1,1.0,0.8418935747932462,89.37733572393812,0.08333333333333337,0.08848188693313919,6,0.055200000000000006,491,0.915188756186795,0.0
webots_physics,relay_rich,4,delayed_hazard,crowd_vector,degraded,785519489,1,0,1,1.0,0.7789162619067227,86.40069453415234,0.16666666666666663,0.08502792717044041,6,0.055200000000000006,617,0.9213232641686238,0.0
webots_physics,relay_rich,4,delayed_hazard,crowd_vector,degraded,802297108,0,0,1,0.5,0.883741566013255,65.4997148293479,0.08333333333333337,0.15502999008520382,6,0.055200000000000006,760,0.9130567660373672,0.0
webots_physics,relay_rich,4,delayed_hazard,crowd_vector,degraded,819074727,1,1,0,1.0,0.8814615361157435,90.33995156767624,0.0,0.11683071941317026,6,0.055200000000000006,458,0.9216418684618165,0.0
webots_physics,relay_rich,4,delayed_hazard,crowd_vector,degraded,835852346,0,0,1,0.5,0.8577880936110547,63.271697812521964,0.25,0.12540371029960015,6,0.055200000000000006,760,0.9188202926259283,0.0
webots_physics,relay_rich,4,delayed_hazard,crowd_vector,degraded,852629965,0,0,1,0.5,0.7454997025652806,59.49675605361807,0.16666666666666663,0.17248977385054845,6,0.055200000000000006,760,0.9278809894519641,0.0
webots_physics,relay_rich,4,delayed_hazard,crowd_vector,severe,1623366386,1,0,1,1.0,0.819711694062688,87.127715879351,0.08333333333333337,0.11792053905406016,12,0.12144,603,0.8658948980183879,0.0
webots_physics,relay_rich,4,delayed_hazard,crowd_vector,severe,1640144005,1,0,1,1.0,0.7396491033346496,85.24976978627105,0.08333333333333337,0.11717386332160927,12,0.12144,530,0.8518979226335778,0.0
webots_physics,relay_rich,4,delayed_hazard,crowd_vector,severe,1589811148,1,0,1,1.0,0.7195642637304349,84.12796420417828,0.08333333333333337,0.12814133929175117,12,0.12144,347,0.8715621367199702,0.0
webots_physics,relay_rich,4,delayed_hazard,crowd_vector,severe,1606588767,1,0,1,1.0,0.8556830757683754,87.22378708799656,0.08333333333333337,0.13107325823619048,12,0.12144,692,0.8424556289975409,0.0
webots_physics,relay_rich,4,delayed_hazard,crowd_vector,severe,1556255910,1,0,1,1.0,0.8753748901558192,89.3509749399537,0.08333333333333337,0.10270895583633084,12,0.12144,394,0.8615596905355462,0.0
webots_physics,relay_rich,4,delayed_hazard,crowd_vector,severe,1573033529,0,0,1,0.5,0.9011461688780323,57.62750805307277,0.25,0.24633119783480356,12,0.12144,760,0.889878841512879,0.0015060240963855422
webots_physics,relay_rich,4,delayed_hazard,crowd_vector,severe,1522700672,0,0,1,0.5,0.8730737032977242,63.49028232598346,0.16666666666666663,0.15651691233991868,12,0.12144,760,0.8639526203125232,0.0
webots_physics,relay_rich,4,delayed_hazard,crowd_vector,severe,1539478291,1,0,1,1.0,0.7897777381116965,87.2821377366624,0.16666666666666663,0.07438619390888548,12,0.12144,475,0.8495633656749215,0.0
webots_physics,relay_rich,4,delayed_hazard,consensus_gated,degraded,2089628006,1,1,0,1.0,0.8634432218563388,89.24229787601932,0.0,0.12823439054627703,6,0.055200000000000006,542,0.9229495981970783,0.0
webots_physics,relay_rich,4,delayed_hazard,consensus_gated,degraded,2106405625,1,0,1,1.0,0.706206716470288,85.78009736637678,0.08333333333333337,0.09432337992417388,6,0.055200000000000006,372,0.9206916423157823,0.0
webots_physics,relay_rich,4,delayed_hazard,consensus_gated,degraded,2056072768,1,0,1,1.0,0.7763254784672066,86.41224609215665,0.16666666666666663,0.0837639781323938,6,0.055200000000000006,378,0.875560541656225,0.0
webots_physics,relay_rich,4,delayed_hazard,consensus_gated,degraded,2072850387,1,1,0,1.0,0.9554711309704156,93.35623038652626,0.0,0.0955727444016637,6,0.055200000000000006,387,0.9150952922301692,0.0
webots_physics,relay_rich,4,delayed_hazard,consensus_gated,degraded,2156738482,0,0,1,0.5,0.6568533974366424,57.35809025402882,0.08333333333333337,0.20125242201915297,6,0.055200000000000006,760,0.916362503821997,0.0
webots_physics,relay_rich,4,delayed_hazard,consensus_gated,degraded,2173516101,1,0,1,1.0,0.850532045031391,88.71411840341031,0.16666666666666663,0.07483401161159543,6,0.055200000000000006,529,0.9088450624359586,0.0
webots_physics,relay_rich,4,delayed_hazard,consensus_gated,degraded,2123183244,1,1,0,1.0,0.7547631160328855,87.67996919257465,0.0,0.1103030672951076,6,0.055200000000000006,424,0.932314479684278,0.0
webots_physics,relay_rich,4,delayed_hazard,consensus_gated,degraded,2139960863,1,0,1,1.0,0.7767106603500289,86.80921241101704,0.16666666666666663,0.07711731606943413,6,0.055200000000000006,526,0.9094490384515083,0.0
webots_physics,relay_rich,4,delayed_hazard,consensus_gated,severe,1343287628,0,0,1,0.5,0.7387827222259103,61.165791687252245,0.25,0.11254274822005035,12,0.12144,760,0.8499219782758282,0.0
webots_physics,relay_rich,4,delayed_hazard,consensus_gated,severe,1360065247,1,0,1,1.0,0.8642856270718186,87.54444858517644,0.08333333333333337,0.12911553939223794,12,0.12144,660,0.8411017028690316,0.0
webots_physics,relay_rich,4,delayed_hazard,consensus_gated,severe,1376842866,1,0,1,1.0,0.7624655067038524,85.34024106570006,0.16666666666666663,0.09643881877472693,12,0.12144,383,0.834453558571243,0.0
webots_physics,relay_rich,4,delayed_hazard,consensus_gated,severe,1393620485,0,0,1,0.5,0.6969211504633986,54.392774277788234,0.16666666666666663,0.2857619428757078,12,0.12144,760,0.8659362563186008,0.0
webots_physics,relay_rich,4,delayed_hazard,consensus_gated,severe,1276177152,1,0,1,1.0,0.7784731210264307,79.01711769426132,0.16666666666666663,0.21142120932068023,12,0.12144,561,0.88278221150029,0.0
webots_physics,relay_rich,4,delayed_hazard,consensus_gated,severe,1292954771,0,0,1,0.5,0.8410824169933134,60.883470593264555,0.25,0.15947155567842805,12,0.12144,760,0.8644620794118788,0.0014992503748125937
webots_physics,relay_rich,4,delayed_hazard,consensus_gated,severe,1309732390,1,0,1,1.0,0.8013299402520987,85.53880155642514,0.16666666666666663,0.10902486302214698,12,0.12144,674,0.8588009133540291,0.0
webots_physics,relay_rich,4,delayed_hazard,consensus_gated,severe,1326510009,0,0,1,0.5,0.9395536290879893,63.93207112192884,0.16666666666666663,0.17629513102027836,12,0.12144,760,0.8626307007518401,0.0
